blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,redWardsPlaced,redWardsDestroyed,redAssists,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,blueWins
48,4,0,5,10,8,1,0,0,14974,6.2,15389,201,24,14,3,17,0,0,1,19620,7.2,18575,201,64,0
19,3,0,7,11,6,0,0,0,16509,6.8,17298,210,53,35,4,10,0,0,0,18506,7.4,19888,228,67,0
16,3,1,6,4,2,1,0,0,16027,7.0,18775,231,52,13,0,4,0,0,0,15751,7.2,18881,239,56,1
10,1,1,5,7,8,0,0,0,15548,6.4,16604,191,52,16,2,9,1,0,0,16007,6.8,16911,196,40,0
16,3,0,4,10,5,0,0,0,14993,6.4,16201,208,48,18,1,12,1,0,0,18409,7.2,18548,206,64,0
12,0,0,1,6,0,0,0,0,13977,6.6,17736,208,60,31,1,7,0,0,0,18074,7.2,19394,226,72,0
14,4,0,3,3,2,0,0,0,15751,6.8,17685,252,46,46,4,3,0,0,0,14825,6.8,17357,215,49,1
39,6,1,9,6,7,0,0,0,18466,7.6,19801,218,68,11,2,7,1,0,0,16246,7.0,17501,185,52,0
12,8,1,4,5,4,0,0,0,15223,6.8,18081,216,48,19,4,7,1,0,0,15598,7.2,17901,226,48,0
23,1,1,5,11,6,0,0,0,15696,6.6,16453,195,42,17,7,14,0,0,0,18638,7.0,18238,212,47,0
11,4,1,6,7,3,0,1,0,16568,7.0,18066,215,60,15,2,10,1,0,0,17295,7.0,17744,211,42,0
13,3,1,4,4,2,0,0,0,16003,6.8,17739,226,56,15,1,5,1,0,0,15650,6.8,17899,209,59,0
16,0,0,1,11,1,0,1,0,13199,6.2,15949,173,49,15,1,13,0,0,0,19333,7.6,20609,255,54,0
14,1,0,3,6,4,0,0,0,15688,6.8,17439,239,52,11,4,5,0,1,0,17122,7.0,18861,237,52,0
86,4,0,4,5,3,1,0,0,14803,6.8,17318,213,49,19,3,10,0,0,0,16183,7.0,16992,238,33,1
12,1,0,5,13,5,0,0,0,15881,6.6,16662,215,52,19,3,9,1,0,0,19319,7.2,19236,222,52,0
14,6,0,12,11,13,0,0,0,18950,7.4,18183,216,40,17,4,13,0,0,0,18723,6.8,17244,217,44,1
16,3,1,7,7,8,0,0,0,17072,7.0,17587,228,52,14,2,8,1,1,0,16906,7.0,18237,223,50,0
14,4,1,5,7,6,0,0,0,15742,6.8,17327,228,36,19,2,6,1,0,0,17706,7.6,20431,241,76,0
37,3,0,8,5,13,0,0,0,17129,6.8,17579,227,32,15,3,7,0,0,0,15937,6.8,17130,225,48,1
17,1,1,6,3,7,1,0,1,18564,7.0,18738,239,44,11,3,2,0,0,0,14046,6.8,17023,169,55,1
17,0,0,5,8,2,0,0,0,15334,7.0,18085,204,63,101,3,12,0,0,0,17898,7.0,18120,227,44,0
14,1,1,8,3,4,1,1,1,17827,7.2,19215,229,44,7,1,2,0,0,0,14754,6.8,17287,182,54,1
17,2,0,5,5,6,1,0,0,15104,6.6,17002,186,51,17,1,3,0,0,0,17234,7.2,19034,259,60,0
14,3,0,5,3,4,0,0,0,15381,7.2,19473,211,52,17,1,5,1,0,0,15568,6.8,17338,238,48,0
16,5,0,13,5,13,0,0,0,20067,7.4,20095,229,36,16,2,5,1,0,0,15658,6.2,15592,182,48,1
11,6,0,5,2,8,1,0,0,16496,6.8,18200,251,64,46,2,1,0,1,0,14990,7.0,18369,224,68,0
14,1,1,9,8,17,0,0,0,18119,6.4,16050,204,38,18,2,18,1,0,0,17379,6.8,16742,210,36,1
16,5,1,9,10,12,0,0,0,16990,6.8,17317,198,29,15,5,11,0,0,0,18524,6.8,18390,218,44,0
16,5,1,9,1,8,0,0,0,17483,7.8,20101,239,60,17,5,2,0,0,0,13981,6.6,16354,214,52,1
20,1,0,4,9,3,0,0,0,15582,6.8,17281,212,56,12,6,11,0,0,0,17640,7.2,19332,224,54,1
18,5,1,9,2,8,1,1,0,18318,7.2,19194,228,46,20,1,4,0,0,0,13872,6.4,15746,188,41,1
16,3,0,4,4,4,1,0,0,16452,7.4,19169,266,60,39,5,2,0,0,0,15680,7.0,18467,215,60,1
21,5,0,3,8,1,0,0,0,14269,6.6,16844,200,48,19,5,10,1,0,0,17414,7.2,19010,235,53,0
18,3,1,6,1,5,1,1,2,18553,7.0,18785,248,48,13,2,0,0,0,0,13596,6.4,15567,214,53,1
27,5,1,15,3,14,1,1,1,20567,7.4,19536,221,42,19,6,1,0,0,0,14080,6.2,15518,197,46,1
33,2,1,6,4,5,1,0,0,17327,7.4,19938,240,68,19,4,2,0,0,0,15267,7.0,18317,226,48,1
17,2,0,7,4,8,0,0,0,16887,7.0,17187,215,40,12,4,4,1,0,0,15617,7.0,18812,212,66,0
16,2,0,12,7,19,1,0,1,20721,7.0,18605,247,49,15,3,13,0,0,0,16268,7.0,17309,206,48,1
21,2,0,8,8,3,0,0,0,16214,6.8,17234,203,48,17,4,6,0,0,0,16120,7.0,17679,168,48,0
15,5,1,6,6,6,0,0,0,16223,6.8,17419,233,52,17,4,9,1,0,0,16088,6.8,17757,202,56,1
16,1,1,5,4,2,0,0,0,15215,6.6,16664,212,41,37,1,5,1,0,0,15215,6.8,17032,197,55,1
14,0,1,10,8,7,0,0,0,17677,7.0,17477,184,67,14,4,9,0,0,0,17721,7.4,19722,224,40,1
14,3,0,10,7,13,0,0,0,17625,7.4,19146,205,39,14,5,10,0,0,0,17111,6.6,17073,223,36,0
53,2,0,3,7,3,0,0,0,15162,6.8,18046,227,56,19,4,5,0,0,0,17142,7.2,19019,256,56,0
15,1,1,4,8,0,0,0,0,13362,6.4,15531,155,34,12,3,4,1,0,0,18330,7.2,19696,240,67,0
18,5,0,14,4,21,1,0,0,19948,7.4,20064,220,56,66,2,4,0,0,0,15647,6.6,16620,205,60,1
14,2,1,13,6,14,0,0,0,19324,7.0,19019,226,55,17,1,8,1,0,0,16214,7.0,17478,206,56,1
18,4,0,10,6,14,0,0,0,18270,7.0,18940,234,50,15,2,7,1,1,0,16343,7.0,18445,224,49,0
15,1,0,4,6,5,0,0,0,15970,7.0,17837,217,55,22,3,6,1,0,0,16673,7.2,18490,221,52,1
19,5,0,11,10,21,0,0,0,20330,7.0,18408,234,44,22,3,24,1,0,0,17870,6.8,17910,205,60,1
21,6,0,5,2,4,0,0,0,15796,7.0,18152,221,58,17,2,4,1,0,0,15343,6.4,16726,256,55,0
13,1,0,4,5,6,0,0,0,16569,7.0,18534,228,52,13,1,6,1,0,0,16492,7.2,19409,246,60,0
15,2,1,3,2,3,1,0,0,16095,7.0,18658,254,53,13,1,2,0,0,0,14808,6.6,18055,241,51,1
11,1,0,5,8,2,1,1,0,16101,7.2,18784,230,68,13,1,6,0,0,0,18170,7.0,19026,239,52,1
17,4,1,9,6,9,0,0,0,18050,6.6,17022,220,28,20,1,6,1,0,0,15203,6.2,15463,176,52,1
16,3,0,3,6,3,0,0,0,14906,6.6,16779,195,56,17,3,1,0,0,0,16104,6.8,17378,250,44,0
26,0,0,14,8,12,1,0,0,19094,7.2,19076,196,56,16,3,6,0,0,0,17401,6.8,17789,214,43,0
14,1,1,6,3,10,0,0,0,17772,7.2,19337,251,68,52,1,2,1,0,0,14371,6.6,16945,204,53,0
15,4,0,1,4,1,1,1,0,14142,6.8,16922,229,52,25,1,4,0,0,0,15833,7.0,18530,234,59,0
35,4,1,5,0,5,1,1,1,18261,7.4,19979,248,67,37,20,0,0,0,0,14199,6.8,17361,228,60,1
14,2,1,6,5,5,1,0,0,17375,7.0,17881,225,55,50,4,8,0,0,0,15550,7.0,17638,199,44,1
45,2,1,8,3,15,1,0,0,16902,7.2,18641,189,52,15,4,4,0,1,0,15115,6.8,17640,222,48,1
16,3,1,4,4,3,1,0,0,15620,7.0,17974,225,52,89,2,4,0,0,0,15386,7.0,18292,227,40,1
15,2,1,7,3,4,1,0,0,16656,6.8,17435,214,67,15,1,3,0,0,0,14870,6.8,17696,206,49,1
44,3,0,5,14,7,0,0,0,15755,6.4,16436,203,39,11,6,12,1,0,0,19891,7.4,19880,222,52,0
16,4,0,5,9,4,0,0,0,15999,6.8,17524,203,62,16,4,5,1,0,0,17188,7.2,19265,224,50,1
12,3,1,4,5,4,0,0,0,14538,6.6,16373,211,32,19,1,5,0,1,1,17816,7.2,18246,255,51,0
55,2,1,9,6,8,1,0,0,17698,7.2,19290,206,56,15,3,5,0,0,0,16972,6.8,18186,229,52,0
15,0,1,11,5,11,1,1,0,17058,7.2,18736,178,49,26,1,1,0,0,0,14951,6.6,16704,211,48,1
21,5,0,5,9,3,1,0,0,15832,6.6,17750,229,60,22,6,11,0,0,0,18006,7.0,18075,221,39,0
14,2,1,6,7,8,0,0,0,17318,7.0,18742,237,72,18,1,8,1,1,0,16750,7.4,18947,202,60,0
15,14,0,9,6,10,0,0,0,17666,6.4,17054,195,50,37,2,8,0,0,0,16820,6.8,17082,247,40,0
16,7,0,7,7,7,1,0,0,16352,6.8,18216,224,56,18,4,7,0,0,0,16787,7.2,19647,233,47,0
20,3,0,6,1,8,0,0,0,16932,7.4,19607,243,55,15,2,1,0,0,0,14387,6.8,17685,240,56,1
35,2,0,4,7,6,1,1,0,16234,7.0,18544,218,58,19,1,5,0,0,0,16683,7.2,18627,202,60,0
45,18,1,8,9,11,0,0,0,17951,6.8,17922,226,39,47,4,12,0,0,0,18145,6.8,17491,227,48,0
55,7,0,3,4,7,0,1,0,14996,6.6,16984,221,47,20,5,8,1,0,0,15440,6.6,16744,197,42,0
35,2,0,5,5,3,0,0,0,16195,7.0,19145,244,60,17,4,5,1,0,0,16270,7.0,18490,217,52,1
15,3,1,5,6,7,0,0,0,15684,6.8,17384,170,56,17,4,3,0,1,0,17118,7.2,18793,223,52,0
15,1,1,3,4,4,0,0,0,15372,6.8,17983,234,51,14,6,0,1,0,0,15378,7.2,19729,236,48,0
37,5,0,2,9,0,0,0,0,14321,6.8,16982,208,44,20,1,8,0,0,0,18878,7.2,20553,260,59,0
15,2,1,9,6,10,1,0,0,17592,7.4,19457,213,52,16,4,9,0,1,0,16020,6.8,17323,211,42,1
20,5,1,7,2,8,1,0,0,17199,7.4,19353,235,68,13,1,0,0,0,0,14186,6.6,17109,205,61,1
26,2,0,2,7,1,0,0,0,14918,6.8,17605,221,53,17,2,10,1,0,0,17360,7.2,19032,262,48,0
15,4,1,7,7,8,0,0,0,15887,6.8,17319,171,57,16,1,3,0,0,0,16447,7.0,18762,209,39,1
129,4,0,7,9,10,1,0,0,16570,7.0,18238,206,56,13,5,14,0,0,0,17832,7.0,19007,231,50,1
17,3,1,8,5,13,1,0,0,17355,6.8,17548,204,39,70,3,5,0,0,0,15465,6.4,16075,177,48,1
16,4,1,13,6,18,1,0,0,20169,7.0,17549,205,52,20,0,9,0,0,0,15716,6.6,17212,162,52,1
18,1,1,7,7,6,1,0,0,15927,6.6,15756,192,44,13,2,13,0,0,0,18317,7.2,18727,219,70,0
35,4,0,6,7,4,0,1,0,16150,6.8,18167,213,57,14,1,5,0,0,0,16980,7.0,18615,226,52,1
16,2,0,1,9,1,0,0,0,13316,6.6,16245,188,49,13,2,11,1,0,0,17816,7.2,19225,215,44,0
15,1,0,1,6,1,0,0,0,13679,6.4,16597,209,52,20,4,6,1,0,0,18044,7.2,19480,243,59,0
18,3,1,5,1,5,0,0,0,15735,7.0,17967,219,48,17,5,1,0,1,0,14177,6.6,16400,202,63,1
15,1,1,11,4,10,0,0,1,19677,6.8,17356,217,45,14,1,5,0,0,0,13096,5.8,13407,132,39,1
12,0,0,5,10,5,0,1,0,16063,6.8,17891,195,60,14,1,9,1,0,0,18431,7.2,19131,233,47,1
18,3,1,4,9,6,0,0,0,15445,6.8,17126,225,44,43,5,8,1,0,0,18501,7.4,20064,221,68,1
12,3,0,6,4,7,0,0,0,16438,6.8,16989,203,32,19,2,4,1,0,0,15830,6.8,17074,206,44,0
17,4,1,5,5,5,0,0,1,17333,6.8,16881,232,39,18,1,4,0,1,0,16552,7.2,18625,234,52,1
10,2,0,9,1,13,0,1,0,17329,7.0,18182,189,56,16,3,2,0,0,0,15077,7.0,17096,244,58,1
42,0,0,9,10,14,0,0,0,17215,6.8,17349,198,31,16,2,11,0,0,0,19123,7.2,18343,235,55,0
12,1,1,7,9,5,0,0,0,16884,7.4,19682,220,67,11,3,8,1,0,0,18358,7.6,19861,228,60,0
93,4,1,5,7,4,0,0,0,16082,6.6,17246,220,38,16,5,9,0,0,0,17056,6.8,18552,228,52,0
60,4,1,7,3,9,1,0,0,16938,7.0,18699,226,56,16,6,4,0,0,0,15422,7.0,18273,210,60,0
12,3,0,11,9,13,1,0,0,17378,6.8,17926,167,46,14,0,9,0,1,0,17176,7.0,16896,203,42,0
16,2,1,14,6,11,1,0,0,18537,7.2,19024,200,48,15,1,5,0,0,0,16728,6.8,17391,193,64,1
18,3,0,6,10,10,0,0,0,16876,6.6,16812,238,40,15,6,9,0,0,0,17891,6.8,17843,212,48,0
21,5,0,7,7,4,0,0,0,17319,7.0,18310,253,36,14,6,6,1,1,0,15110,6.8,16670,159,49,0
13,5,1,10,3,9,1,0,0,19013,7.4,20151,225,60,14,4,3,0,1,0,14196,6.8,16931,184,48,1
16,3,0,6,6,3,0,0,0,16266,7.0,17825,213,51,15,4,4,0,0,0,15346,6.6,16727,210,40,1
16,1,1,3,5,3,0,0,0,14837,6.6,15974,200,44,25,5,7,1,0,0,15881,7.2,18734,183,68,0
11,2,1,4,4,0,0,1,0,15620,7.2,18558,239,56,18,0,8,1,0,1,17381,7.4,18943,243,54,1
14,3,0,5,7,7,0,0,0,15293,6.4,15389,202,44,14,0,2,1,1,2,19701,7.4,19911,250,72,0
17,1,0,7,7,7,1,0,0,16645,6.8,18070,231,44,13,0,5,0,0,0,17387,7.0,18820,223,72,0
86,2,0,2,4,1,0,0,0,14291,7.0,18239,207,65,15,4,3,1,0,0,16900,7.6,20025,259,76,0
16,2,1,6,2,4,1,1,0,17167,7.0,19248,247,67,19,3,0,0,0,0,14374,6.6,16968,225,52,1
19,2,1,2,5,1,1,0,0,14902,7.0,17656,242,44,14,4,6,0,0,0,16088,7.0,18548,215,47,0
17,5,0,4,6,8,0,1,0,15922,7.0,17677,245,59,17,4,7,1,0,0,17107,7.2,18827,236,48,0
17,3,1,4,5,6,1,0,0,16003,6.8,17885,238,44,14,1,8,0,0,0,17087,7.2,19517,244,66,1
23,1,0,7,4,8,0,1,1,17617,6.6,17519,199,47,25,3,7,1,0,1,17376,6.6,17212,214,58,1
16,1,1,6,0,7,1,1,0,16874,7.2,19010,260,51,16,2,0,0,0,0,13945,6.6,16503,239,52,1
16,3,0,13,9,12,0,0,0,18734,7.2,19093,187,55,14,1,8,1,0,0,16379,6.8,18209,200,56,1
13,4,1,1,1,2,1,1,0,14546,7.0,17721,232,60,18,2,1,0,0,0,14241,7.2,18164,203,68,1
30,4,0,7,3,10,1,0,0,16065,6.8,17018,200,53,40,5,2,0,0,0,14743,6.6,16870,213,35,1
17,1,0,10,10,3,0,0,0,16993,7.2,19167,195,61,29,5,10,0,0,0,18012,7.2,18468,202,38,1
36,2,1,6,10,6,1,0,0,15385,6.6,16039,210,48,17,2,8,0,0,0,18519,7.0,18811,232,47,1
44,7,0,8,5,9,0,0,0,17345,7.0,18111,183,41,19,3,4,1,0,0,15924,7.0,18903,207,68,1
17,3,0,4,3,3,0,1,0,15227,7.0,18442,203,60,38,3,4,0,0,0,15740,7.0,17450,226,57,1
14,3,0,8,2,12,0,0,0,16861,7.0,18373,227,40,13,3,3,0,0,0,15564,7.0,17809,230,52,0
14,1,0,6,8,7,0,0,0,15818,6.6,16894,162,53,13,2,5,1,0,0,17310,7.2,18819,214,56,1
15,3,1,9,6,17,1,0,0,18249,7.0,18327,222,57,22,2,10,0,0,0,16340,7.0,18435,231,34,1
19,5,1,8,9,9,0,0,0,18529,7.2,19610,251,63,38,4,11,1,0,0,17195,7.0,18954,202,60,1
17,2,1,4,3,3,0,0,0,14742,6.8,17515,203,40,17,3,5,1,1,0,15283,7.2,18609,230,60,0
45,4,0,4,9,3,0,0,0,15430,6.8,18275,240,53,16,7,7,1,0,0,18280,7.4,19107,235,48,0
36,4,1,1,6,2,0,0,0,13981,6.6,16753,220,52,14,2,3,0,0,0,16475,6.8,17749,250,44,0
12,5,1,8,3,6,0,0,0,16975,7.4,19639,238,64,17,1,2,0,0,0,15240,6.6,17610,228,39,0
15,1,0,6,4,8,0,0,0,17214,7.2,18948,244,52,15,3,5,1,0,0,15169,6.8,17010,220,40,1
14,4,1,11,5,8,0,1,0,18060,7.2,18502,192,44,15,0,3,0,0,0,16425,6.6,18086,204,56,0
21,3,0,3,4,3,1,0,0,14850,6.8,17967,226,57,21,3,5,0,0,0,15708,6.8,17120,239,44,1
18,20,0,7,5,8,1,0,0,17711,7.0,18722,238,52,41,6,8,0,0,0,16584,7.0,18094,246,54,0
15,4,0,5,7,7,0,1,0,16111,6.8,17724,211,61,16,4,16,1,0,0,17201,7.0,17169,196,52,1
94,3,1,6,9,9,1,0,0,16447,6.6,16299,208,48,14,5,14,0,0,0,18389,7.0,18961,239,52,0
15,2,0,1,7,1,0,0,0,13745,6.6,16710,198,55,72,4,9,1,0,0,17171,7.0,17707,212,60,0
15,6,1,10,5,14,0,1,0,17857,6.8,17155,211,38,16,4,5,0,0,0,15978,6.8,17499,227,34,1
22,7,1,8,7,11,1,0,0,17525,7.0,17738,202,61,17,8,6,0,0,0,17950,7.0,18795,264,54,1
14,1,1,6,7,4,1,0,0,16103,6.8,18017,220,40,14,3,5,0,0,0,16193,7.2,18756,205,37,0
16,5,0,10,11,14,0,0,0,17056,6.6,17190,167,39,19,2,11,1,1,0,18659,7.0,18596,229,49,0
40,2,0,1,7,0,0,0,0,12300,6.0,14201,171,30,18,16,8,1,1,0,17694,7.2,19238,246,54,0
15,2,0,5,6,4,0,0,0,14448,6.8,17263,156,36,38,1,8,1,0,0,17417,7.0,18398,225,70,0
17,5,1,3,0,0,1,0,0,15578,7.4,19730,249,64,14,1,0,0,0,0,14967,6.8,18176,245,59,1
11,1,0,4,9,3,1,0,0,15386,7.0,17872,209,40,134,3,11,0,0,0,18206,7.4,19015,229,40,1
12,15,1,4,3,5,1,0,0,15694,6.8,17914,219,52,57,2,2,0,0,0,14620,6.8,17677,210,48,0
16,0,0,5,11,10,0,0,0,16476,7.0,17056,215,52,14,2,18,1,0,0,17697,6.6,17270,186,50,0
18,1,1,5,1,6,1,0,0,15381,7.0,17703,211,51,15,6,0,0,0,0,14622,6.8,17046,245,50,0
34,5,0,2,7,2,0,0,0,15356,7.0,17995,230,60,20,3,7,1,0,0,17062,7.0,18999,209,71,1
18,3,0,9,6,14,1,0,0,16945,6.8,17806,204,36,17,2,6,0,0,0,15371,6.8,17045,194,54,1
16,4,0,10,4,9,0,1,2,20236,7.0,18603,257,36,12,1,6,1,0,0,14075,5.8,13277,146,40,1
15,0,1,7,8,15,1,0,0,15381,6.2,14805,167,39,13,2,8,0,0,0,16992,6.6,16706,201,53,0
16,4,0,2,3,3,0,0,0,14414,6.8,17356,226,60,16,0,3,0,0,0,16145,7.0,18941,268,56,0
22,3,1,13,5,15,0,1,0,18959,6.8,18151,186,56,17,4,4,1,0,0,16643,6.6,16853,219,40,1
15,5,0,6,13,9,1,0,0,16035,6.6,16424,160,52,19,4,23,0,0,0,20720,7.6,20024,244,51,1
17,0,1,8,10,7,0,0,0,16427,6.8,17468,191,43,10,4,15,0,0,0,19868,7.2,19344,259,40,1
15,2,1,5,6,5,1,0,0,15536,6.8,17751,179,52,13,2,6,0,1,0,16369,7.2,18772,240,60,1
15,5,1,7,6,6,0,1,0,17409,6.8,18063,241,51,18,2,7,1,0,0,15979,7.0,17956,173,54,1
14,5,0,4,5,4,1,0,0,15129,7.0,17887,197,61,14,4,4,0,0,0,16459,7.0,18526,241,56,0
17,3,0,2,6,2,0,0,0,15141,7.2,18537,230,62,41,4,9,1,0,0,17647,7.6,20516,250,70,0
16,4,1,10,8,8,0,0,0,18602,7.4,20068,200,64,29,3,6,0,1,1,18479,7.2,18755,226,46,1
14,1,1,4,6,5,0,0,0,14868,6.6,16330,182,48,14,0,9,1,0,0,17149,6.8,17924,209,72,0
15,4,1,7,6,10,0,1,0,17363,7.0,18387,233,39,51,1,6,1,0,0,15914,7.0,17866,206,42,1
11,3,0,5,6,6,1,0,0,15926,7.2,19262,223,63,9,2,5,0,0,0,16422,7.4,20099,218,46,1
13,3,0,3,3,3,0,0,0,15006,7.0,18694,230,51,37,3,3,0,0,0,16277,7.2,19060,264,52,0
20,4,1,8,4,6,1,0,0,16678,6.6,16861,196,62,22,7,3,0,0,0,14311,6.4,17110,219,42,1
15,1,1,10,8,14,1,1,0,18360,7.2,19276,222,44,14,0,7,0,0,0,17567,7.4,18801,215,56,1
16,2,0,8,9,8,0,0,0,16984,7.0,18400,206,44,216,3,6,1,0,0,18704,7.2,19776,226,52,0
14,5,0,10,11,10,0,0,0,17702,6.4,16589,198,44,16,2,14,0,0,0,19180,6.8,18246,202,52,0
39,3,1,7,0,4,1,0,0,16897,7.6,20576,240,67,13,3,0,0,0,0,13813,6.6,17224,219,60,1
22,2,1,6,6,4,0,0,0,16192,7.0,18524,218,59,15,2,7,1,0,0,16158,6.8,17539,209,41,1
12,3,0,10,6,10,0,0,0,17332,7.0,18045,195,42,15,0,3,0,0,0,15621,6.6,16810,203,37,1
16,2,1,6,2,8,0,0,0,16636,7.4,19834,245,56,24,2,3,0,0,0,15242,7.0,18466,225,68,1
20,1,0,7,11,10,0,0,0,16820,6.8,16714,202,40,11,5,15,1,0,0,19054,7.2,19978,209,63,0
16,2,0,4,11,3,0,0,0,14504,6.8,16897,191,40,15,3,11,0,0,0,18430,6.8,18284,211,40,0
11,3,0,5,8,9,0,0,0,15388,6.4,15598,179,39,16,3,8,0,0,1,19492,7.2,19056,264,55,0
30,5,1,5,7,4,0,0,0,15386,6.6,16591,188,44,21,7,9,0,1,0,17125,6.8,17417,222,48,0
34,2,0,6,7,5,0,1,0,17194,7.2,18397,234,62,16,1,7,0,0,0,16209,6.4,16295,215,51,0
40,6,1,4,4,8,0,0,0,15947,6.8,17352,231,41,17,2,5,1,0,0,15700,6.8,18543,219,75,1
14,4,0,7,10,8,0,0,0,15724,6.4,15533,163,40,17,4,10,0,1,2,19522,7.0,17870,222,44,1
36,7,1,6,4,11,1,0,0,16612,6.8,17712,218,56,18,2,4,0,0,0,15518,6.8,17425,221,60,1
36,4,1,5,9,7,0,0,0,16942,7.0,17624,227,63,16,1,9,1,0,0,16933,6.8,18820,215,47,0
16,5,0,4,5,7,0,0,0,15858,6.8,17491,246,44,20,3,6,1,1,0,16370,7.0,18335,241,52,0
13,1,1,7,4,6,1,1,0,17237,7.2,18352,196,56,17,2,3,0,0,0,15891,6.8,17503,241,45,1
37,3,0,0,5,0,0,0,0,13256,6.4,16464,202,43,17,4,4,0,1,0,17405,7.0,19686,272,48,0
14,4,1,11,3,12,1,0,0,17317,7.0,18842,226,40,122,2,2,0,0,0,15295,6.8,17872,242,50,1
24,1,1,8,5,5,0,0,0,17785,7.2,19422,238,55,37,2,4,1,0,0,15188,6.6,16691,199,47,0
15,4,1,10,3,11,0,0,0,18719,7.4,19257,236,52,14,0,2,1,0,0,15196,6.6,17500,220,64,0
15,2,1,7,2,8,1,0,0,18650,7.4,20329,248,60,51,1,3,0,0,0,14773,7.2,18567,220,61,1
16,4,0,7,12,4,0,0,0,16115,7.0,17647,193,52,14,4,7,0,0,0,19147,7.2,19506,243,47,0
13,1,0,6,2,4,0,0,0,15828,6.8,17834,218,48,16,1,2,1,0,0,14652,6.8,17071,218,49,0
91,2,1,3,5,3,0,0,0,15001,7.0,17799,218,48,16,3,2,0,1,0,15686,7.2,19670,214,64,0
15,2,1,6,7,8,0,0,0,15909,6.8,16835,203,44,15,1,9,0,1,2,19088,7.0,18909,253,41,1
15,2,1,2,5,2,0,0,0,15318,7.0,17867,219,50,16,1,1,0,1,0,16463,7.4,19967,261,56,1
14,3,1,11,6,15,1,0,0,18606,7.2,19254,214,45,12,2,4,0,0,0,16080,7.0,17629,225,48,1
16,2,0,7,5,7,0,0,0,17212,7.0,18257,225,60,13,2,7,1,0,0,16653,7.0,18397,225,60,1
16,1,0,7,2,10,0,0,0,17198,7.4,19868,233,62,51,1,2,0,0,0,15272,6.8,17749,219,73,1
18,2,1,16,10,12,1,0,0,20084,6.8,17621,175,46,17,1,10,0,0,0,17986,6.8,16471,182,37,1
13,0,0,6,12,6,0,0,0,15951,6.6,16512,223,40,16,3,5,1,1,0,17685,7.6,20208,221,44,0
15,2,1,9,6,11,1,0,0,18363,7.2,18844,220,52,13,4,5,0,0,0,16243,7.0,18486,215,56,0
14,0,1,7,8,10,0,1,1,18133,7.0,17764,215,46,14,0,5,1,0,0,17108,6.8,18917,218,54,1
93,2,0,16,8,27,0,0,0,21663,7.4,19484,226,48,14,5,15,0,0,0,17838,6.4,16737,216,55,1
18,5,1,4,2,5,1,0,0,15704,6.8,18292,236,58,18,6,0,0,0,0,14692,7.0,17773,234,63,1
36,3,1,7,5,7,0,0,0,16590,7.0,19121,210,60,16,1,5,1,0,0,15533,7.0,17826,227,48,1
17,3,1,9,6,11,0,0,0,17372,6.8,17545,202,42,17,4,6,1,1,0,15881,6.4,16444,206,48,0
10,4,1,7,3,13,0,0,0,16501,7.0,18045,208,63,18,2,2,0,0,0,15061,6.8,16897,258,42,1
18,15,1,6,6,6,1,1,0,15771,6.8,17334,187,59,37,4,9,0,0,1,18613,7.0,19056,264,52,0
43,5,0,5,5,6,0,0,0,16419,6.8,17295,233,42,15,1,5,1,1,0,16260,6.6,16932,194,68,1
17,1,0,3,5,5,0,0,0,14313,6.2,15407,194,52,18,6,7,1,0,0,16402,6.8,17682,243,48,1
15,2,0,4,8,4,1,0,0,15290,6.6,17203,219,55,17,3,6,0,0,0,17677,7.4,19556,242,48,0
15,0,0,9,8,5,0,1,0,17149,6.8,17767,211,35,39,4,6,1,0,0,17566,7.0,18795,215,61,1
20,4,0,4,4,5,1,1,0,16486,7.2,18617,256,60,21,3,6,0,0,0,15368,6.8,17746,224,43,1
13,0,0,8,5,8,0,0,0,16982,7.2,19524,218,41,12,2,10,1,1,0,17194,7.2,18312,242,59,1
39,5,0,8,11,6,0,1,1,18213,6.8,18240,217,55,21,8,16,1,0,1,19751,7.2,18610,225,48,0
16,3,0,3,6,4,1,0,0,15208,6.8,17411,224,47,18,1,12,0,1,0,16526,7.0,17005,211,47,1
14,4,1,13,3,13,1,0,2,22049,7.4,19632,243,51,15,2,2,0,0,0,13517,5.8,13756,165,46,1
18,2,0,3,1,4,0,0,0,14654,7.0,17393,201,49,11,2,2,1,0,0,15317,6.8,17806,248,58,1
64,4,0,5,9,7,0,0,0,15220,6.4,16145,174,46,11,5,11,0,0,0,18899,7.0,19418,266,64,1
19,3,1,6,2,5,1,0,0,16948,6.8,18641,241,52,19,7,0,0,0,0,14237,6.4,16820,223,52,1
15,2,0,7,7,7,0,0,0,17332,7.0,18724,226,60,15,1,9,1,1,0,17338,6.8,17720,188,56,0
15,2,0,5,7,6,0,0,0,15888,7.0,18305,239,47,14,4,7,0,1,0,17045,7.0,18356,216,56,0
18,4,1,10,6,9,0,0,0,18725,7.4,19513,243,59,16,3,5,0,0,0,16349,7.2,18188,215,52,0
22,2,1,3,4,1,0,0,0,15595,6.8,17779,241,64,12,2,4,1,0,0,15530,6.8,18052,228,57,1
